conversation_id,question,reference,url
a1b2c3d4-e5f6-4a7b-8c9d-0e1f2a3b4c5d,이번 여름방학에 학교 기숙사를 신청하려해. 국제학사 신청했는데 몇일에 입실해서 언제 퇴실해??,"기숙사 하계 특별개관 신청 공고
( 기존 기숙사 거주자 )
- 여름방학 동안 계절학기 수강 또는 자기계발 등의 사유로 잔류를 희망하는 기숙사생 ( 생활관 , 국제학사 ) 은 신청해 주시기 바랍니다 .
- 신청방법이 기존과 다르게 변경되었습니다 . 확인 후 신청 부탁드립니다 .
- 기존 기숙사 거주자 는 1 학기 정기퇴실일 (6.24. 화 ) 에 퇴실하지 않고 하계특별개관 입실일 (6.27. 금 ) 까지 계속 거주 가능 하오니 참고바랍니다 .
- ** 기숙사 비거주 일반 학생은 잔여호실에 한해 6 월 초 별도 신청 (6.2. 월 ~6.9. 월 예정 ) 을 받을 예정이니 , 추후 공지사항 확인 부탁드립니다 .**
1. 신청 기간 : 2025 년 5 월 14 일 ( 수 ) ~ 5 월 21 일 ( 수 ) 23:59 까지 2. 승인자 발표 : 2025 년 5 월 22 일 ( 목 ) 17 시 이후 생활관 홈페이지 공지사항 확인 3. 신청 방법 및 장소 ※ ( 필수 ) 본 공지사항 내 첨부된 매뉴얼 확인 후 신청 소속 신청 장소
⚫ 학부 및 대학원 재학생
( 고시반 , 법학전문대학원 ,ROTC 모집군 포함 )
① 대학행정 ( https://wise.uos.ac.kr) 에서 로그인 후 신청 ② 대학행정 > 생활관 >[ 입사신청 ]
※ 자세한 신청방법은 본 공지사항 내 첨부된 매뉴얼 참고
※ 생활관 거주자 학사구분 : 생활관 조회 후 신청
※ 국제학사 거주자 학사구분 : 국제학사 조회 후 신청
⚫ 외국인 학생
( 학부 신입생 · 재학생 · 어학당 · 대학원생 및 교환학생 )
국제처 문의 4. 거주 기간 안내 하계특별개관 정기 입사일 하계특별개관 정기 퇴사일 2025. 6.27.( 금 )
2025. 8.22.( 금 )
※ 기존 기숙사 거주자는 1 학기 정기퇴실일 6.24.( 화 ) 에 퇴실하지 않고 하계특별개관 입실일 6.27.( 금 ) 까지 계속 거주가능
※ 입사 및 퇴사일은 학사일정 및 기타사항에 따라 변경될 수 있음
※ 퇴사일 당일은 낮 12 시까지 퇴실해야 함 5. 학부 및 대학원 재학생 안내 사항",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29038&sort=16&pageIndex=2&searchCnd=1&searchWrd=%25EA%25B8%25B0%25EC%2588%2599%25EC%2582%25AC&cate_id=&viewAuth=Y&writeAuth=Y&board_list_num=10&lpageCount=12&menuid=2000005009002000000&identified=anonymous&
b2c3d4e5-f6a7-4b8c-9d0e-1f2a3b4c5d6e,평점평균이 2.8인데 2025-2학기 시대튜터링 프로그램 튜터 신청 가능해?,"* 2025년 2학기 시대튜터링 프로그램 모집
* 튜터링 프로그램은 학업이 우수한 튜터와 학생이 만나 전공, 교양 교과목에서 다양한 학습 활동을 하는 프로그램
* 튜터 유형: 수업도우미, 학습도우미, 전공탐색도우미(신설)
* 모집 인원: 110명 내외
* 신청 기간: 수업도우미 09.01 오후 3시까지, 학습도우미/전공탐색도우미 09.26 오후 3시까지
* 지원 자격: 전체 성적 3.8점 이상 또는 교내 튜터링 프로그램 참여 유경험자 (전공탐색도우미는 자유전공학부생)",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29542&sort=1&pageIndex=1&searchCnd=1&searchWrd=%25ED%258A%259C%25ED%2584%25B0%25EB%25A7%2581&cate_id=&viewAuth=Y&writeAuth=Y&board_list_num=10&lpageCount=12&menuid=2000005009002000000&identified=anonymous&
b2c3d4e5-f6a7-4b8c-9d0e-1f2a3b4c5d6e,직전 학기 성적은 3.9인데 학습 도우미 신청 안되려나?,"* 2025년 2학기 시대튜터링 프로그램 모집
* 튜터링 프로그램은 학업이 우수한 튜터와 학생이 만나 전공, 교양 교과목에서 다양한 학습 활동을 하는 프로그램
* 튜터 유형: 수업도우미, 학습도우미, 전공탐색도우미(신설)
* 모집 인원: 110명 내외
* 신청 기간: 수업도우미 09.01 오후 3시까지, 학습도우미/전공탐색도우미 09.26 오후 3시까지
* 지원 자격: 전체 성적 3.8점 이상 또는 교내 튜터링 프로그램 참여 유경험자 (전공탐색도우미는 자유전공학부생)
활동 혜택: 튜터 활동 장학금 (전공탐색도우미 60만원, 수업/학습도우미 54만원), 활동 우수자 포상 (튜터-튜터 각 10만원), ZOOM 유로버전 지원, 비교과 포인트
튜터 매칭 방법
- 전공탐색도우미: 워크숍 진행 후 튜터와 학부/과 및 튜터 선택하여 센터에서 인원 조정 후 매칭. 매칭이 되지 않을 수 있음.
- 학습도우미: 튜터가 직접 튜티를 모집하여 신청해야 함.
- 수업도우미: 교수님 수업 강의의 수강생이 튜티임. 별도 모집 불필요.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29542&sort=1&pageIndex=1&searchCnd=1&searchWrd=%25ED%258A%259C%25ED%2584%25B0%25EB%25A7%2581&cate_id=&viewAuth=Y&writeAuth=Y&board_list_num=10&lpageCount=12&menuid=2000005009002000000&identified=anonymous&
c3d4e5f6-a7b8-4c9d-0e1f-2a3b4c5d6e7f,나는 조경학과 2학년 재학생인데 참여할만한 프로그램 아무거나 추천해줘,"(2학년 이상 재학생이면 참가가능) 2025학년도 전공캠프 참가 신청 안내
2025 자유전공학부 전공캠프(심야전공회) 참가신청 안내
□ 프로그램명 : 자유전공학부 전공캠프 '밤샘과제전_심야전공회'
□ 프로그램 내용: ""관심있는 학부·과 선배들과 게임도 하고, 전공의 진수를 보여주는 전공과제를 수행하고 싶어요""
학과(전공)을 경험하면서, 선배들과 친해지고 싶은 자유전공학부생과 1박 2일 캠프를 떠나주세요~: 비교과포인트 지급 ＋ 공결서 발급 ( 6.25.(수) 12:00 ~ 6.26.(목) 16:00 예정): 다양한 경품과 활동보고서 제출 시, 선발자에게는 포상금까지!!!
□ 전공캠프 일정 : 2025.6.25.(수) ~ 6.26.(목). 1박 2일 / 장소 : 교원비전센터 가평
□ 참가신청 대상 : 하단의 학과 소속 재학생(2학년 이상, 2025학년도 1,2학기 '재학 중'인 학생)
- 공간정보공학과 3명
- 도시사회학과 2명
- 생명과학과 3명
- 세무학과 1명
- 조경학과 3명
- 컴퓨터과학부 2명
- 화학공학과 3명
□ 활동보고서(붙임3 참조) 제출 시, 우수작 선발하여 포상
- 활동보고서 제출 대상 : 전공캠프 참가자 중 2학년 이상 재학생 (희망자에 한해 제출)
- 활동보고서 제출 기한 : 캠프 종료 후 7월 6일까지 이메일로 제출(추후 재안내)
- 활동보고서 우수작 포상금 지급 ① 1등 : 300,000원 *1명 ② 2등 : 200,000원*1명 ③ 3등: 100,000원*5명
□ 참가신청 기간 : 현재 ~ 2025.06.04.(화) 23:59까지
□ 참가신청 방법 : 이메일(libe@uos.ac.kr)로 제출 메일제목 : 자유전공학부 전공캠프 신청(학과명, 본인이름)
[제출서류목록]
① 전공캠프 신청서 1부 ② 초상권사용동의서 1부 (전공캠프 현장 스케치 영상 촬용 _ 프로그램 홍보용으로 사용)
□ 참가자 선정 : 합격자에게 개별 안내하며, 합격자에게는 상세한 캠프 내용 및 포상 안내
(캠프 참가대상자에게는 6월 3일(화) 18:00까지 문자로 합격 안내)
문의: 자유전공학부 사무실(☏ 02.6490.2126.)",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29191&identified=anonymous&
d4e5f6a7-b8c9-4d0e-1f2a-3b4c5d6e7f8a,2026학년도 1학기 교환학생 신청 기간이 언제야??,"2026 학년도 1 학기 해외파견 교환학생 선발 공고 국제처에서 2026 학년도 1 학기에 해외 교류대학교로 파견될 교환학생을 선발합니다.
관심 있는 학생들의 많은 지원 바랍니다.
2025. 5. 16.
서울시립대학교 국제처장 Ⅰ . 선발 개요 1. 선발 근거 : 각 해외교류대학과의 학생교환에 관한 협정 2. 선발 일정 가 . 온라인 지원서 접수 : 2025. 7. 14. (월 ) 09:00 ~ 7. 18. ( 금 ) 18:00 나 . 합격자 발표 : 2025. 7. 28. (금 ) 18 시경 , 홈페이지 발표 다 . 합격자등록마감 : ~ 7. 31. (목 ) 14:00 까지, 대학행정 라 . 합격자 대상 OT: 2025. 8. 6. (수 ) 16:00, 온라인 ZOOM",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29138&sort=4&pageIndex=1&searchCnd=1&searchWrd=%25EA%25B5%2590%25ED%2599%2598%25ED%2595%2599%25EC%2583%259D&cate_id=&viewAuth=Y&writeAuth=Y&board_list_num=10&lpageCount=12&menuid=2000005009002000000&identified=anonymous&
e5f6a7b8-c9d0-4e1f-2a3b-4c5d6e7f8a9b,올해 시립대 인향제 날짜랑 기간이 어떻게 돼?,"2025학년도 가을축제 인향제가 아래와 같이 개최될 예정이오니 많은 관심과 참여 바랍니다.
ㅇ 행사명 : 2025 학년도 인향제 ㅇ 기 간 : 2025. 9.22.( 월 ) ~ 9.23.(화 ), 2 일간 ㅇ 장 소 : 서울시립대 캠퍼스 ㅇ 슬 로 건 : 책갈피(시간을 멈춰 세울 우리들의 순간)
ㅇ 주 관 : 서울시립대학교 동아리연합회 ㅇ 행사일정 : 첨부자료 참조",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29712&sort=2&pageIndex=1&searchCnd=1&searchWrd=%25EC%25B6%2595%25EC%25A0%259C&cate_id=&viewAuth=Y&writeAuth=Y&board_list_num=10&lpageCount=12&menuid=2000005009002000000&identified=anonymous&
f6a7b8c9-d0e1-4f2a-3b4c-5d6e7f8a9b0c,9월 캠퍼스 리크루팅에서 채용상담회에 오는 기업은 어디야?,"[캠퍼스리크루팅]🌟9월 2주차🌟(한화시스템 방산부문, 현대건설, 현대그룹)
* KMK Global Sports 그룹(Engineering Talents 채용 중) 9.18.(목)까지 접수
* 한화시스템(방산 부문) 9.1.(월)-9.17.(수) 15:00까지 지원서 접수
* 현대건설 9.1.(월)-9.29.(월)까지 지원서 접수
* 현대그룹 9.2.(화)-9.23.(화)까지 지원서 접수(*동문 선배님 채용상담회 진행)
채용상담회/설명회 신청방법: UOStory > 취업프로그램 혹은 현장 접수

[캠퍼스리크루팅]🌟9월 3주차🌟(HL디앤아이한라, 뷰웍스, 남해화학, 금융감독원)
* HL디앤아이한라
- 토목, 건축, 주택, 플랜트/환경사업 등 다양한 사업을 영위하는 기업 HL디앤아이한라에서 인재를 채용합니다.
- 채용상담회: 9.16.(화) 10:00-17:00 학생회관 2층 로비
- 지원서 접수 기간: 9.1.(월) - 9.21.(일)
- 모집 분야: 건축, 전기, 설비, 개발, 경영지원(회계, 기획, 현장관리, 인사)
* 뷰웍스
- 3년 이상 근속률 94%! 글로벌 의료 및 산업용 영상 솔루션 전문기업 뷰웍스에서 인재를 채용합니다.
- 채용상담회: 9.18.(목) 10:00-17:00 학생회관 2층 로비(인사팀 2명 방문 예정)
- 지원서 접수 기간: 9.1.(월) - 9.22.(월)
- 모집 분야: 의료영상, 광영상, 생산, 경영지원/기획
* 남해화학
- 농협 계열의 글로벌 녹색화학기업 남해화학에서 채용설명회를 진행합니다.
- 채용설명회: 9.18.(목) 14:00-15:00 21세기관 109-1호 강의실
- 지원서 접수 기간: 미정
- 채용 예정 분야 1) 사무/영업: 전공불문 지원이 가능하나 상경계열(경영, 경제, 회계, 물류, 무역 등) 우대 예정 2) 화공/기술: 화학, 기계, 전기, 환경 등 공학계열
* 금융감독원
- 동문 선배님들이 후배님들을 위해 채용설명회를 진행합니다.
(* 지원서 접수 마감 후 일정으로, 지원서 및 1차 필기시험 관련 문의는 동문 선배님 오픈카톡으로 문의)
(* 동문 선배님 오픈카톡은 UOStory 금융감독원 채용설명회 신청 홈페이지에서 확인 가능합니다. UOStory>취업 프로그램 )
- 채용설명회: 9.18.(목) 17:00-18:00 100주년기념관 308호
- 지원서 접수 기간: 8.25.(월) - 9.8.(월) 15:00
- 모집 분야: 경영학, 법학, 경제학, IT, 통계학, 금융공학, 소비자학
* 채용상담회/설명회 신청방법: UOStory > 취업프로그램 혹은 현장 접수
금융감독원은 UOStory&네이버폼( https://naver.me/xBMMqb8j ) 동시 신청 필수★
","https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29517&identified=anonymous&
https://uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29602"
a7b8c9d0-e1f2-4a3b-4c5d-6e7f8a9b0c1d,"2026년도 논술 고사 학생 지원근무자를 지원하려는데, 근무자 사전 교육 기간이 언제야?","2026학년도 수시모집 논술고사 학생 지원근무자 모집 안내
근무자 사전교육 안내
- 사전교육 필요 모집분야에 선발된 학생은 필수로 참석해야합니다.
・ 대상 모집분야: 고사장 감독 보조, 고사장 통제 보조, 캠퍼스 출입구 통제 보조
※ 근무자 사전교육에 불참 시 선발이 자동취소됩니다.
- 근무자 사전교육 일정
・ 일시 : 2025. 9. 24.( 수) ① 18:30~19:30 / ② 19:30~20:30 ( ① 또는 ② 중 무조건 참석해야 함)
・ 장소 : 100 주년기념관 국제회의장 바. 기타사항 1) 선발학생은 반드시 사전교육에 참석 하여야 하며, 사전교육 불참 시, 선발이 취소 됩니다.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29688&identified=anonymous&
b8c9d0e1-f2a3-4b4c-5d6e-7f8a9b0c1d2e,2025학년도 제21기 하계 몽골 글로벌봉사단 신청했는데 최종명단 보여줘,"[글로벌서울사회공헌단] 2025학년도 제21기 하계 몽골 글로벌봉사단 최종합격자 발표
합격을 진심으로 축하합니다.
최종 합격자를 대상으로 5월 15일(목) 에 오리엔테이션이 진행됩니다.
자세한 일정 및 세부 내용은 합격자분들 메일로 안내 예정입니다.
다시 한번 글로벌봉사단에 많은 관심 보내주셔서 진심으로 감사드립니다.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29113&identified=anonymous&
c9d0e1f2-a3b4-4c5d-6e7f-8a9b0c1d2e3f,만다린 로보틱스 취업 멘토링을 듣고 싶은데 신청 방법 알려줘.,"[2025학년도 상반기 경영학부 취업멘토링 신청 안내: 만다린로보틱스, 前 신한은행, 소비자원 등 재직 졸업동문]
경영대학 경영학부에서는 졸업한 동문 선배를 초청하여 선배의 취업 경험담 등 이야기를 나눌 수 있는 시간을 마련하였습니다.
타과생 참여 가능하며, 참여 시 서브웨이 교환권 및 이루매 인형키링 제공 예정이니 일정 확인 후 꼭! 참석이 가능한 학생들에 한하여 신청 바랍니다!
- 2025학년도 상반기 경영학부 취업 멘토링 신청 안내
- 만다린로보틱스 멘토링
- 타과생 참여 가능
- 일시: 5월 30일 금요일 오후 6시 30분 ~ 오후 8시
- 장소: 미래관 B105호
- 운영 내용: 멘토의 기업/직무 소개, 취업 준비 과정, 질의응답
- 특강 강사: 이건우 (만다린로보틱스/경영학부 06학번)
- 특강 주제: 커리어의 퍼즐을 맞추다-대기업 전략기획에서 스타트업 창업까지
- 모집 인원: 선착순 50명
- 신청 방법: 포털 로그인 -> 주요 서비스 내 UOStory 접속 -> 취업 -> 취업 프로그램 신청 -> 해당 프로그램 과정명 선택 후 신청 (시스템 신청 시 비고란에 사전 희망 질문 기재)
- 신청 기한: 5월 26일부터 UOStory 통해 신청
- 참여 혜택: 참여 시 교내 서브웨이 이용권, 이로매 인형 키링 증정
- 문의: 경영학부 조은별 조교 (02-6490-2213)
- 2025학년도 상반기 경영학부 취업 멘토링 신청 안내
- 타과생 참여 가능
- 일시: 5월 30일 금요일 오후 8시~9시 30분
- 장소: 미래관 B106호
- 운영 내용: 멘토 기업/직무 소개, 취업 준비 과정, 질의응답
- 특강 강사: 최철준 (신한은행, 소비지원, 산업기술보호협회 등 재직/경영학부 04학번)
- 특강 주제: 공기업, 사기업, 협회 등 기관별 차이점 및 자소서, 면접 등 취업 준비 과정(채용형 인턴 등) 전반에 대한 노하우 공유
- 모집 인원: 선착순 50명
- 신청 방법: 포털 로그인->주요서비스 내 UOStory 접속->취업 프로그램 신청->해당 프로그램 과정명 선택 후 신청
- 신청 기한: 5월 26일부터 UOStory를 통해 신청
- 참여 혜택: 참여 시 교내 서브웨이 이용권, 이로매 인형 키링 증정
- 기타 문의: 경영학부 조은별 조교 (02-6490-2213)",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29169&identified=anonymous&
